title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
"Make This 2700 Sq Ft Duplex Flat Your Next Residing Location, Which Is Up For Rent In Uttara Next To Azampur Railgate Jame Masjid.",3 ,3 ,"2,700 sqft","Sector 4, Uttara, Dhaka",Duplex,For Rent,https://images-cdn.bproperty.com/thumbnails/967479-400x300.webp,https://www.bproperty.com/en/property/details-3095566.html,"February 26, 2022",70 Thousand
Property In Paikpara Beside To Ahmed Nagar Habuler Pukurpar Masjid– 1400 Sq Ft Flat For Rent,3 ,3 ,"1,400 sqft","Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/966219-400x300.webp,https://www.bproperty.com/en/property/details-4504860.html,"February 27, 2022",16 Thousand
A Very Well-fitted Home Is Here Sited At Uttara 10 Featuring 1500 Sq Ft -3 Bedroom Space For Rent,3 ,3 ,"1,500 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1300572-400x300.webp,https://www.bproperty.com/en/property/details-5452049.html,"April 9, 2022",20 Thousand
Use Your Time Perfectly To Take This 1800 Sq Ft Flat For Rent In Lalmatia,3 ,4 ,"1,800 sqft","Lalmatia, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1539570-400x300.webp,https://www.bproperty.com/en/property/details-3836588.html,"August 24, 2022",45 Thousand
1150 Sq Ft Suitable Flat For Rent In Middle Paikpara,3 ,3 ,"1,150 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-3270924.html,"August 11, 2022",16 Thousand
To Get A Hassle Free Life You Can Take Rent This 1400 Sq Ft Home In 7 No. West Sholoshohor Ward,3 ,3 ,"1,400 sqft","7 No. West Sholoshohor Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1541170-400x300.webp,https://www.bproperty.com/en/property/details-5514507.html,"November 20, 2022",22 Thousand
Spot Your Place In A 1580 Sq Ft Structurally Well Built Flat For Rent In 7 No. West Sholoshohor Ward,3 ,3 ,"1,580 sqft","7 No. West Sholoshohor Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/968766-400x300.webp,https://www.bproperty.com/en/property/details-5514506.html,"November 20, 2022",22 Thousand
For The Lifestyle You Deserve – 1300 Sq Ft Home For Rent In Solmaid,3 ,3 ,"1,300 sqft","Solmaid, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-5514881.html,"October 13, 2022",25 Thousand
Comfortable and well-designed apartment of 1200 SQ FT in Shah Ali Bag for rent,3 ,3 ,"1,200 sqft","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-5451364.html,"February 3, 2022",18 Thousand
"An Apartment Is Ready For Rent At Kallyanpur, Mirpur",3 ,3 ,"1,380 sqft","Kallyanpur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-5455126.html,"July 27, 2022",18 Thousand
650 Sq Ft Residence Is Now Up For Rent In Dakkhin Paikpara,2 ,2 ,650 sqft,"Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1573616-400x300.webp,https://www.bproperty.com/en/property/details-4910548.html,"March 30, 2022",10 Thousand
This Comfortable And Beautiful Apartment Of 850 Sq Ft In 11 No. South Kattali WardIs Up For Rent,2 ,2 ,850 sqft,"11 No. South Kattali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1542695-400x300.webp,https://www.bproperty.com/en/property/details-5353081.html,"May 12, 2022",15 Thousand
"600 Sq Ft Residence Is Now Up For Rent In Dakkhin Paikpara, Mirpur",2 ,1 Bath,600 sqft,"Dakkhin Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/50011-400x300.webp,https://www.bproperty.com/en/property/details-4536517.html,"February 16, 2022",10.5 Thousand
"Observe This 750 Sq Ft Flat For Rent In Dakkhin Paikpara, Garden View Rd",2 ,2 ,750 sqft,"Dakkhin Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1573611-400x300.webp,https://www.bproperty.com/en/property/details-4536524.html,"February 16, 2022",12 Thousand
"1000 Sq Ft Apartment Including 2 Nice Balconies For Rent In Dakshin Khan, Moushair",3 ,2 ,"1,000 sqft","Moushair, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1483964-400x300.webp,https://www.bproperty.com/en/property/details-3989544.html,"February 17, 2022",15 Thousand
"An Adequate And Cozy 1 Bedroom Flat Is Ready For Rent At Paikpara , Near Bashir Uddin Idel School & College.",1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/968776-400x300.webp,https://www.bproperty.com/en/property/details-5462966.html,"February 19, 2022",9 Thousand
An Apartment For Rent Is All Set For You To Settle In Mirpur Close To Bashir Uddin Idel School & College.,1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/812932-400x300.webp,https://www.bproperty.com/en/property/details-5462954.html,"April 19, 2022",9 Thousand
In This Serene Neighborhood Of Paikpara Beside To Bashir Uddin Idel School & College A 1 Bedroom Flat Is Up For Rent.,1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1404407-400x300.webp,https://www.bproperty.com/en/property/details-5462965.html,"February 19, 2022",9 Thousand
This 550 Sq. ft Flat Which Is Available In Paikpara Close To Bashir Uddin Idel School & College For Rent Will Ensure Your Higher Quality Of Living,1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1479608-400x300.webp,https://www.bproperty.com/en/property/details-5462963.html,"March 25, 2022",9 Thousand
"At Paikpara, This 550 Sq Ft Nice Flat Is Up For Rent Within Your Affordability.",1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1479979-400x300.webp,https://www.bproperty.com/en/property/details-5462955.html,"April 19, 2022",9 Thousand
"A Well-featured 550 Sq Ft Residence Is Ready For Rent At Paikpara, Ahmed Nagar",1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1479832-400x300.webp,https://www.bproperty.com/en/property/details-5462952.html,"March 25, 2022",9 Thousand
Experience Residing In This 550 Sq Ft Home For Rent In Paikpara Very Next To Paikpara Masjid .,1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1479608-400x300.webp,https://www.bproperty.com/en/property/details-5462964.html,"February 19, 2022",9 Thousand
"A Small Home Of 550 Sq Ft Is Available For Rent At Paikpara, Ahmed Nagar",1 Bed,1 Bath,550 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/720908-400x300.webp,https://www.bproperty.com/en/property/details-5462962.html,"April 19, 2022",9 Thousand
"This 1500 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Sector 10, Uttara",3 ,3 ,"1,500 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1436793-400x300.webp,https://www.bproperty.com/en/property/details-5463315.html,"February 20, 2022",25 Thousand
"At Zalal Uddin Ahmed Sharoni Road-2, South Azampur A 800 Square Feet Decent Residential Apartment For Rent.",3 ,2 ,800 sqft,"South Azampur, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569496-400x300.webp,https://www.bproperty.com/en/property/details-5332945.html,"March 4, 2022",15 Thousand
Uttara Sector 15 Is Granting A Lovely Flat For Rent Which Is 1500 Sq Ft,3 ,3 ,"1,500 sqft","Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570385-400x300.webp,https://www.bproperty.com/en/property/details-5333439.html,"April 18, 2022",18 Thousand
We Got A 1500 Sq Ft Flat For Rent In This Uttara -15 Area Which Is Affordable And Lovely.,3 ,3 ,"1,500 sqft","Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/39764-400x300.webp,https://www.bproperty.com/en/property/details-5333436.html,"March 4, 2022",18 Thousand
A Budget Friendly Lovely Residence Is Now Up For Rent In Bandartila Which Is 1000 Sq Ft,3 ,3 ,"1,000 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/39764-400x300.webp,https://www.bproperty.com/en/property/details-5333247.html,"August 22, 2021",12 Thousand
Worthy 1150 SQ FT Nice home is ready to Rent at Halishahar,3 ,2 ,"1,150 sqft","Block A, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570553-400x300.webp,https://www.bproperty.com/en/property/details-5334137.html,"August 12, 2022",15 Thousand
This Ready And Comfortable 900 Square Feet -2 Bedroom Apartment Is Up For Rent At Munir Nagar .,2 ,2 ,900 sqft,"Munir Nagar, 37 No. North-Middle Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/39764-400x300.webp,https://www.bproperty.com/en/property/details-5333895.html,"June 5, 2022",10 Thousand
A 860 Square Feet Medium Size Residential Apartment For Rent At 37 No. North-Middle Halishahar Ward,2 ,2 ,860 sqft,"Munir Nagar, 37 No. North-Middle Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569496-400x300.webp,https://www.bproperty.com/en/property/details-5333896.html,"June 11, 2022",10 Thousand
This 850 Square Feet Medium Size Decent Apartment Ready To Rent At 37 No. North-Middle Halishahar Ward,2 ,2 ,850 sqft,"Munir Nagar, 37 No. North-Middle Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570553-400x300.webp,https://www.bproperty.com/en/property/details-5333894.html,"June 5, 2022",10 Thousand
A Very Well-fitted Home Is Here Sited At Shah Ali Bag Featuring 1360 Sq Ft Space For Rent,3 ,3 ,"1,360 sqft","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/39764-400x300.webp,https://www.bproperty.com/en/property/details-5212515.html,"June 15, 2022",17 Thousand
2 Bedroom Home Which Will Fulfill Your Desired Is Now Vacant For Rent In Middle Rampur,2 ,2 ,900 sqft,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568018-400x300.webp,https://www.bproperty.com/en/property/details-5335977.html,"April 21, 2022",12 Thousand
Do Not Look Past This Wonderful Flat Of 1200 Square Feet To Rent At Jalalabad Housing Society,3 ,3 ,"1,200 sqft","Jalalabad Housing Society, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/857040-400x300.webp,https://www.bproperty.com/en/property/details-5314444.html,"March 28, 2022",20 Thousand
Let Us Assist You To Rent This 3 Bedroom Flat At Jalalabad Housing Society Summiting The Vision About Your Future Home,3 ,3 ,"1,200 sqft","Jalalabad Housing Society, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1542462-400x300.webp,https://www.bproperty.com/en/property/details-5314447.html,"March 28, 2022",20 Thousand
A Smartly Priced Apartment Which Is Up For Rent In Jalalabad Housing Society.,3 ,3 ,"1,200 sqft","Jalalabad Housing Society, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544541-400x300.webp,https://www.bproperty.com/en/property/details-5314445.html,"March 28, 2022",20 Thousand
Affordable and nice flat is up for rent in 28 No. Pathantooly Ward which is 1065 SQ FT,3 ,3 ,"1,065 sqft","28 No. Pathantooly Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/967012-400x300.webp,https://www.bproperty.com/en/property/details-5205316.html,"August 25, 2021",18 Thousand
View This 1200 Sq Ft Apartment Ready To Rent In Halishahar,3 ,2 ,"1,200 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/837159-400x300.webp,https://www.bproperty.com/en/property/details-5333709.html,"April 18, 2022",12 Thousand
Checkout This 1200 Sq Ft Apartment Ready To Rent In Halishahar,3 ,2 ,"1,200 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570251-400x300.webp,https://www.bproperty.com/en/property/details-5333708.html,"April 18, 2022",12 Thousand
600 Sq Ft Nice Flat Is Ready For Rent In Mirpur,2 ,1 Bath,600 sqft,"Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1542462-400x300.webp,https://www.bproperty.com/en/property/details-5296358.html,"August 12, 2022",8.5 Thousand
"An Apartment Of 1654 Sq Ft Is Ready For Rent At Uttara-18, Specifically In Rajuk Uttara Apartment Project",3 ,3 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1151305-400x300.webp,https://www.bproperty.com/en/property/details-4784965.html,"January 28, 2022",14 Thousand
"This Flat In Al-Falah Housing Society, East Nasiraba Is Up For Rent With An Area Of 1200 Sq. ft",3 ,2 ,"1,200 sqft","East Nasirabad, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/865063-400x300.webp,https://www.bproperty.com/en/property/details-3199799.html,"August 8, 2021",18 Thousand
A worthwhile 600 SQ FT residential flat is ready for rent at Dakkhin Paikpara,2 ,2 ,600 sqft,"Dakkhin Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/837159-400x300.webp,https://www.bproperty.com/en/property/details-5323264.html,"August 8, 2022",11 Thousand
"This 900 Sq. Ft Home In Haji Mokbul Ahmed Housing Society, Patenga Is Up For Rent In A Wonderful Neighborhood",2 ,2 ,900 sqft,"Haji Mokbul Ahmed Housing Society, Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/120833-400x300.webp,https://www.bproperty.com/en/property/details-4242744.html,"September 26, 2021",14 Thousand
A Perfect Flat Of 900 Sq Ft For Living With Family Is Available For Rent At Double Mooring,2 ,2 ,900 sqft,"28 No. Pathantooly Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328184-400x300.webp,https://www.bproperty.com/en/property/details-5205314.html,"August 10, 2021",15 Thousand
Take rent of a nicely done 1110 SQ FT residential apartment located at South Agrabad,3 ,3 ,"1,110 sqft","CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1032611-400x300.webp,https://www.bproperty.com/en/property/details-5324818.html,"August 10, 2021",20 Thousand
"Good-looking Flat Is Vacant For Rent In Uttara Sector 18, Which Is 1654 Sq Ft",3 ,3 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1151305-400x300.webp,https://www.bproperty.com/en/property/details-4607004.html,"January 10, 2022",15 Thousand
Attention Home Finders! A 1110 Sq. ft Flat Is Up For Rent At CDA Residential Area.,3 ,3 ,"1,110 sqft","CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/209458-400x300.webp,https://www.bproperty.com/en/property/details-5324817.html,"August 10, 2021",20 Thousand
An Adequate 700 Sq Ft Residential Apartment Is Up For Rent In The Center Of 28 No. Pathantooly Ward.,1 Bed,1 Bath,700 sqft,"Kapuriya Para, 28 No. Pathantooly Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/275888-400x300.webp,https://www.bproperty.com/en/property/details-5203185.html,"February 27, 2022",10 Thousand
Offering You 1110 Sq Ft Apartment For Rent In Double Mooring,3 ,3 ,"1,110 sqft","CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568018-400x300.webp,https://www.bproperty.com/en/property/details-5324819.html,"July 21, 2022",20 Thousand
Tastefully Designed this 900 SQ FT flat is now vacant for rent in Double Mooring,2 ,2 ,900 sqft,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1292390-400x300.webp,https://www.bproperty.com/en/property/details-4348128.html,"March 28, 2022",10 Thousand
Tastefully Designed this 1000 SQ FT flat is now vacant for rent in Rongipara,3 ,2 ,"1,000 sqft","24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/272226-400x300.webp,https://www.bproperty.com/en/property/details-4348130.html,"March 28, 2022",13 Thousand
Apartment Of 1180 Sq Ft For Rent In Halishahar Road,3 ,2 ,"1,180 sqft","South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1291380-400x300.webp,https://www.bproperty.com/en/property/details-4103017.html,"March 3, 2022",18 Thousand
Nice 1180 SQ FT apartment is available to Rent in Double Mooring,3 ,2 ,"1,180 sqft","South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1291380-400x300.webp,https://www.bproperty.com/en/property/details-4103020.html,"March 3, 2022",18 Thousand
This Home Including 2 Bedroom Is Now Available For Rent In South Agrabad,2 ,2 ,900 sqft,"South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/276825-400x300.webp,https://www.bproperty.com/en/property/details-5280978.html,"August 16, 2021",14 Thousand
